listingcreationdate,creditgrade,term,loanstatus,closeddate,borrowerapr,borrowerrate,lenderyield,estimatedeffectiveyield,estimatedloss,estimatedreturn,prosperrating_numeric,prosperscore,listingcategory_numeric,borrowerstate,occupation,employmentstatusduration,isborrowerhomeowner,currentlyingroup,groupkey,datecreditpulled,creditscorerangelower,creditscorerangeupper,firstrecordedcreditline,currentcreditlines,opencreditlines,totalcreditlinespast7years,openrevolvingaccounts,openrevolvingmonthlypayment,inquirieslast6months,totalinquiries,currentdelinquencies,amountdelinquent,delinquencieslast7years,publicrecordslast10years,publicrecordslast12months,revolvingcreditbalance,bankcardutilization,availablebankcardcredit,totaltrades,tradesneverdelinquent_percentage,tradesopenedlast6months,debttoincomeratio,incomeverifiable,statedmonthlyincome,totalprosperloans,totalprosperpaymentsbilled,ontimeprosperpayments,prosperpaymentslessthanonemonthlate,prosperpaymentsonemonthpluslate,prosperprincipalborrowed,prosperprincipaloutstanding,scorexchangeattimeoflisting,loancurrentdaysdelinquent,loanfirstdefaultedcyclenumber,loanmonthssinceorigination,loannumber,loanoriginalamount,loanoriginationdate,loanoriginationquarter,monthlyloanpayment,lp_customerpayments,lp_customerprincipalpayments,lp_interestandfees,lp_servicefees,lp_collectionfees,lp_grossprincipalloss,lp_netprincipalloss,lp_nonprincipalrecoverypayments,percentfunded,recommendations,investmentfromfriendscount,investmentfromfriendsamount,investors,loanstatus_clean,target_default,credit_age_months,log_loan_amount,log_monthly_income,income_to_loan_ratio,installment_to_income_ratio,credit_utilization,has_delinquency,rating_AA,rating_B,rating_C,rating_D,rating_E,rating_HR,emp_Full-time,emp_Not available,emp_Not employed,emp_Other,emp_Part-time,emp_Retired,emp_Self-employed,"inc_$1-24,999","inc_$100,000+","inc_$25,000-49,999","inc_$50,000-74,999","inc_$75,000-99,999",inc_Not displayed,inc_Not employed,pred_prob,risk_bucket,pred_flag_threshold_0.10
,A,36,Chargedoff,2009-11-13,0.18454,0.17,0.16,,,,,,3,GA,Retail Management,19.0,True,False,,2008-06-04 09:18:44.063,740.0,759.0,1994-01-04,6.0,6.0,9.0,4,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5574.0,0.16,27926.0,9.0,1.0,3.0,0.21,True,5000.0,,,,,,,,,1002,17.0,69,32710,20000,2008-06-12,Q2 2008,713.05,8888.5,4791.02,4097.48,-664.87,-242.76,15208.98,6891.89,8394.91,1.0,0,0,0.0,370,chargedoff,1,,9.90353755128617,8.517393171418904,0.25,0.1425814837032593,0.8571428571428571,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,medium,1
2008-05-04 09:35:47.493,C,36,Chargedoff,2010-11-11,0.17322,0.1515,0.1415,,,,,,4,IA,Clerical,74.0,False,False,,2008-05-04 07:44:33.570,640.0,659.0,1988-05-06,6.0,3.0,14.0,1,15.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,27.0,0.05,473.0,14.0,0.85,1.0,0.3,True,2083.333333,,,,,,,,,1337,30.0,70,30873,3500,2008-05-12,Q2 2008,121.59,3024.75,2237.79,786.96,-51.95,0.0,1262.2,1262.21,0.0,1.0,0,0,0.0,87,chargedoff,1,243.4333333333333,8.160803920954665,7.642204338739265,0.5952380951428572,0.058335199113759,0.4285714285714285,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2007-11-16 18:05:54.407,A,36,Chargedoff,2009-04-28,0.14887,0.14,0.13,,,,,,0,CA,Skilled Labor,106.0,True,False,,2007-11-06 19:53:19.300,720.0,739.0,2001-07-27,7.0,6.0,11.0,3,1147.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,49921.0,0.99,464.0,10.0,1.0,0.0,0.56,True,2916.666667,,,,,,,,,1899,17.0,76,22008,2000,2007-11-27,Q4 2007,68.36,805.32,496.51,308.81,-18.83,-34.86,1503.49,1503.49,0.0,1.0,0,0,0.0,22,chargedoff,1,76.76666666666667,7.601402334583733,7.978539489178575,1.4583333335,0.0234296812494653,0.75,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2008-09-11 07:39:59.533,A,36,Chargedoff,2009-10-25,0.20471,0.19,0.18,,,,,,7,NJ,Professional,14.0,True,False,,2008-09-11 07:38:15.987,720.0,739.0,1994-01-24,6.0,4.0,19.0,1,299.0,1.0,20.0,1.0,302.0,9.0,0.0,0.0,9840.0,0.98,160.0,14.0,0.68,1.0,0.18,True,6250.0,,,,,,,,,1720,13.0,66,36996,6500,2008-09-24,Q3 2008,238.26,1906.08,1148.72,757.36,-39.86,0.0,5351.28,5351.28,0.0,1.0,0,0,0.0,160,chargedoff,1,178.13333333333333,8.77971129020447,8.740496729931813,0.9615384615384616,0.0381155015197568,0.5714285714285714,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,medium,1
2006-09-13 10:01:07.183,HR,36,Chargedoff,2008-06-20,0.1973,0.19,0.185,,,,,,0,,Clerical,,False,True,F3BE336490588367617A2BA,2006-09-11 11:37:32.560,520.0,539.0,2000-01-18,,,9.0,5,116.0,3.0,16.0,0.0,,2.0,0.0,,,,,,,,0.13,True,3239.583333,,,,,,,,,2210,21.0,90,3364,5000,2006-09-20,Q3 2006,183.28,3002.48,1888.38,1114.1,-22.43,-85.23,3111.63,3111.62,0.0,1.0,0,0,0.0,10,chargedoff,1,81.0,8.517393171418904,8.083508633630313,0.6479166666,0.0565577185235742,,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
2007-11-12 14:21:32.147,HR,36,Chargedoff,2008-09-18,0.26526,0.25,0.24,,,,,,0,UT,Professional,43.0,False,True,72043366788878145C82141,2007-11-06 13:04:00.063,540.0,559.0,1997-11-12,1.0,1.0,6.0,0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.4,0.0,0.08,True,2654.166667,1.0,10.0,10.0,0.0,0.0,2500.0,2004.58,0.0,2120,10.0,76,21776,2500,2007-11-20,Q4 2007,99.4,497.0,246.79,250.21,-10.0,0.0,2253.2,2253.21,0.0,1.0,0,0,0.0,82,chargedoff,1,121.73333333333332,7.824445930877619,7.884262706470381,1.0616666668,0.0374364446629293,0.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2007-09-13 01:13:59.210,E,36,Chargedoff,2009-02-25,0.20037,0.182,0.172,,,,,,0,CA,Professional,175.0,False,False,,2007-09-06 18:53:57.037,560.0,579.0,1999-06-22,4.0,4.0,33.0,4,105.0,5.0,30.0,7.0,1560.0,30.0,5.0,0.0,1196.0,0.95,68.0,23.0,0.72,0.0,0.11,True,3333.333333,,,,,,,,,1963,17.0,78,19509,1000,2007-09-24,Q3 2007,36.25,435.0,280.23,154.77,-8.51,0.0,719.77,719.77,0.0,1.0,0,0,0.0,7,chargedoff,1,100.16666666666669,6.90875477931522,8.112028038217101,3.333333333,0.0108717384795433,0.8,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2006-10-19 08:31:48.110,E,36,Chargedoff,2009-01-02,0.29776,0.29,0.285,,,,,,0,TX,Executive,,True,True,F4E13366162858013BE1046,2006-10-19 06:42:59.613,540.0,559.0,2005-07-27,,,13.0,5,126.0,9.0,20.0,2.0,,0.0,0.0,,,,,,,,0.15,True,9833.333333,,,,,,,,,2016,26.0,88,4390,20000,2006-11-01,Q4 2006,838.11,16677.2,8007.95,8669.25,-92.02,-709.8785,11610.55,11992.05,0.0,1.0,0,0,0.0,171,chargedoff,1,14.966666666666669,9.90353755128617,9.193634943370585,0.49166666665,0.0852228586952249,,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
2007-01-01 14:09:31.697,D,36,Chargedoff,2009-03-12,0.22141,0.214,0.209,,,,,,0,GA,Sales - Retail,,True,False,,2007-01-01 14:00:36.500,600.0,619.0,1995-10-05,,,68.0,6,445.0,12.0,16.0,2.0,,10.0,0.0,,,,,,,,0.54,True,2916.666667,,,,,,,,,1946,27.0,86,6286,3500,2007-01-10,Q1 2007,132.58,2723.86,1618.43,1105.43,-11.98,-245.73,1881.57,1881.57,0.0,1.0,0,0,0.0,100,chargedoff,1,136.86666666666667,8.160803920954665,7.978539489178575,0.8333333334285714,0.0454404204220906,,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
2008-06-29 23:23:40.157,A,36,Chargedoff,2009-04-09,0.18454,0.17,0.16,,,,,,3,CA,Realtor,68.0,True,False,,2008-06-29 23:13:04.860,720.0,739.0,1995-11-29,14.0,14.0,26.0,9,962.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,33572.0,0.73,9355.0,24.0,1.0,1.0,,False,0.0,1.0,6.0,6.0,0.0,0.0,7750.0,6725.84,0.0,1918,9.0,68,33852,4800,2008-07-08,Q3 2008,171.13,684.52,418.38,266.14,-15.66,0.0,4381.62,4381.62,0.0,1.0,0,0,0.0,115,chargedoff,1,153.2,8.476579508530941,0.0,0.0,171.13,0.9333333333333332,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,medium,1
2010-07-03 12:52:26.700,,36,Chargedoff,2012-09-18,0.24953,0.2268,0.2168,0.1317,0.08,0.1317,4.0,8.0,1,TX,Teacher,107.0,True,False,,,700.0,719.0,1989-07-01,17.0,9.0,47.0,6,448.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11432.0,0.92,716.0,39.0,0.89,0.0,0.55,True,4141.666667,,,,,,,,,660,26.0,44,43517,4000,2010-07-19,Q3 2010,154.17,3222.57,1978.56,1244.01,-54.81,0.0,2021.44,2021.44,0.0,1.0,0,0,0.0,81,chargedoff,1,255.7333333333333,8.294299608857235,8.329094981925293,1.0354166667500002,0.0372151593146753,0.5,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2011-03-17 06:32:49.767,,12,Chargedoff,2011-10-27,0.16811,0.11,0.1,0.0986,0.0495,0.0491,5.0,8.0,1,CA,Professional,405.0,False,False,,,740.0,759.0,1987-09-01,8.0,6.0,18.0,6,321.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14292.0,0.34,27208.0,16.0,1.0,0.0,,False,3333.333333,2.0,48.0,47.0,1.0,0.0,5500.0,1658.16,-22.0,987,6.0,35,48879,3800,2011-04-27,Q2 2011,335.85,335.85,301.49,34.36,-3.12,0.0,3498.51,3498.51,0.0,1.0,0,0,0.0,56,chargedoff,1,286.6,8.24301946898925,8.112028038217101,0.877192982368421,0.1007247825752998,0.6666666666666666,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1.0,medium,1
2006-08-05 10:47:57.560,E,36,Chargedoff,2008-09-06,0.29776,0.29,0.285,,,,,,0,,,,False,True,3D4D3366260257624AB272D,2006-08-01 10:16:19.833,540.0,559.0,1995-10-12,,,36.0,1,0.0,7.0,16.0,15.0,,14.0,0.0,,,,,,,,0.03,True,4166.666667,,,,,,,,,2132,25.0,91,2418,3000,2006-08-08,Q3 2006,125.72,2152.24,954.35,1197.89,-12.1,-75.89,1845.34,2045.65,0.0,1.0,0,0,0.0,24,chargedoff,1,131.66666666666666,8.006700845440367,8.33511160590687,1.3888888890000002,0.0301655602631236,,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
2008-09-26 09:57:28.503,B,36,Chargedoff,2011-06-04,0.23861,0.2169,0.2069,,,,,,1,IL,Administrative Assistant,20.0,True,False,,2008-09-19 09:19:44.083,680.0,699.0,1984-01-07,4.0,5.0,11.0,4,158.0,1.0,1.0,1.0,49.0,0.0,1.0,0.0,4441.0,0.74,1500.0,9.0,0.77,3.0,0.11,True,2916.666667,,,,,,,,,1132,33.0,65,37352,2600,2008-10-02,Q4 2008,98.88,2906.41,2136.22,770.19,-35.53,0.0,463.77,463.78,0.0,1.0,0,0,0.0,46,chargedoff,1,300.96666666666664,7.8636512654486515,7.978539489178575,1.1217948719230768,0.0338900948207597,1.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2007-08-16 21:20:12.380,E,36,Chargedoff,2008-03-27,0.28951,0.275,0.265,,,,,,0,CA,Car Dealer,9.0,False,False,,2007-08-06 18:25:48.983,580.0,599.0,2002-04-03,3.0,3.0,4.0,2,11.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,24890.0,0.83,4793.0,4.0,0.75,1.0,0.23,True,2166.666667,,,,,,,,,2295,7.0,79,18351,4000,2007-08-27,Q3 2007,164.38,313.76,98.97,214.79,-7.81,0.0,3901.03,3901.03,0.0,1.0,1,0,0.0,51,chargedoff,1,65.36666666666666,8.294299608857235,7.681406599354817,0.54166666675,0.0758326925917526,0.75,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2007-02-06 07:34:51.910,HR,36,Chargedoff,2007-10-14,0.30218,0.29,0.275,,,,,,0,IL,Clerical,,True,True,CD0E3364909037313F32874,2007-02-05 20:25:23.510,500.0,519.0,1998-11-10,,,18.0,0,0.0,9.0,15.0,12.0,,13.0,2.0,,,,,,,,0.63,True,2083.333333,,,,,,,,,2460,8.0,85,7459,1600,2007-02-15,Q1 2007,67.05,192.31,84.99,107.32,-1.91,0.0,1515.0,1515.01,0.0,1.0,0,0,0.0,16,chargedoff,1,100.33333333333331,7.378383712996714,7.642204338739265,1.302083333125,0.0321685590967805,,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
2006-10-25 17:34:06.540,A,36,Defaulted,2009-06-08,0.10592,0.099,0.094,,,,,,0,,Professional,,True,True,E37B3365357900652F8BF9E,2006-10-25 17:10:04.440,720.0,739.0,1985-08-01,,,33.0,3,136.0,11.0,34.0,0.0,,0.0,0.0,,,,,,,,0.09,True,11675.0,,,,,,,,,1277,32.0,88,4483,15000,2006-11-07,Q4 2006,483.3,12669.56,10489.77,2179.79,-110.08,0.0,4510.24,4510.23,0.0,1.0,0,0,0.0,261,defaulted,1,258.5,9.61587214452889,9.365290731974005,0.7783333333333333,0.0413926002055498,,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
2008-07-20 19:40:05.493,E,36,Chargedoff,2009-01-30,0.27306,0.25,0.24,,,,,,1,AZ,Sales - Retail,6.0,False,False,,2008-07-10 10:56:55.570,560.0,579.0,1994-07-11,11.0,9.0,64.0,7,569.0,31.0,109.0,1.0,230.0,2.0,0.0,0.0,17529.0,0.46,20036.0,51.0,0.88,3.0,0.16,True,5500.0,3.0,12.0,11.0,1.0,0.0,4500.0,0.0,0.0,1988,6.0,68,34734,1995,2008-07-29,Q3 2008,79.32,79.32,36.96,42.36,-1.69,0.0,1958.04,1958.04,0.0,1.0,0,0,0.0,64,chargedoff,1,170.76666666666668,7.59890045687141,8.612685172875459,2.756892230576441,0.0144191965097255,0.75,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,medium,1
2007-07-22 15:27:11.933,B,36,Chargedoff,2010-06-08,0.15713,0.15,0.14,,,,,,0,NC,Realtor,42.0,True,True,69C73385022369992B2B594,2007-07-22 14:58:23.053,700.0,719.0,1994-03-16,16.0,16.0,30.0,13,1027.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,55225.0,0.83,10298.0,27.0,0.96,0.0,0.47,True,5166.666667,,,,,,,,,1492,35.0,79,17739,6000,2007-08-07,Q3 2007,207.99,6031.71,4610.24,1421.47,-94.76,0.0,1389.76,1389.76,0.0,1.0,0,0,0.0,118,chargedoff,1,162.53333333333333,8.699681400989514,8.550176543962756,0.8611111111666667,0.040248339028559,0.9411764705882352,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1.0,medium,1
2007-11-05 10:56:05.663,A,36,Chargedoff,2009-02-16,0.13705,0.13,0.12,,,,,,0,GA,Sales - Commission,154.0,True,False,,2007-11-05 10:32:32.613,720.0,739.0,1982-05-01,13.0,9.0,25.0,8,563.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38378.0,0.81,8687.0,23.0,1.0,1.0,0.35,True,2083.333333,,,,,,,,,1972,15.0,76,21692,10000,2007-11-15,Q4 2007,336.94,3369.4,2398.56,970.84,-74.69,0.0,7601.44,7601.44,0.0,1.0,0,0,0.0,192,chargedoff,1,310.6333333333333,9.210440366976515,7.642204338739265,0.2083333333,0.161653606294843,0.6428571428571429,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1.0,medium,1
2007-05-28 05:46:17.823,C,36,Chargedoff,2008-08-30,0.24753,0.24,0.225,,,,,,0,MN,Other,136.0,True,True,FF9133753099000515A8234,2007-05-28 05:36:21.623,640.0,659.0,1992-07-17,12.0,10.0,40.0,4,118.0,13.0,20.0,2.0,635.0,14.0,0.0,0.0,2313.0,0.73,108.0,33.0,0.64,1.0,0.22,True,8411.833333,,,,,,,,,2078,15.0,81,15595,9500,2007-06-01,Q2 2007,372.71,3828.69,1306.35,2522.34,-45.29,-379.77,8193.62,7881.63,681.86,1.0,0,0,0.0,99,chargedoff,1,180.9333333333333,9.15915233520675,9.037513596704397,0.8854561403157896,0.044302553640046,0.7692307692307693,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,medium,1
2012-06-05 14:27:23.647,,36,Chargedoff,2012-12-08,0.33553,0.2958,0.2858,0.2727,0.147,0.1257,2.0,6.0,7,GA,Accountant/CPA,117.0,False,False,,,660.0,679.0,2001-04-28,11.0,9.0,23.0,8,138.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,2138.0,0.05,33982.0,20.0,0.6,1.0,0.35,True,3250.0,,,,,,,,,579,6.0,21,67600,4000,2012-06-08,Q2 2012,168.89,168.89,71.64,97.25,-3.29,0.0,3928.36,3928.36,0.0,1.0,0,0,0.0,11,chargedoff,1,135.2,8.294299608857235,8.086717920303906,0.8125,0.0519501691787142,0.75,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2012-06-08 14:51:19.073,,60,Chargedoff,2013-02-12,0.27462,0.2489,0.2389,0.2332,0.089,0.1442,4.0,7.0,18,MN,Laborer,166.0,True,False,,,680.0,699.0,1998-08-27,17.0,15.0,29.0,11,1043.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26085.0,0.55,10975.0,26.0,0.96,2.0,0.43,True,5416.666667,,,,,,,,,513,8.0,21,67856,7000,2012-06-13,Q2 2012,205.01,615.03,179.72,435.31,-17.48,0.0,6820.28,6820.28,0.0,1.0,0,0,0.0,152,chargedoff,1,167.8,8.853808274977197,8.597420497496593,0.773809523857143,0.037841013964324,0.8333333333333334,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,medium,1
2007-07-13 13:39:20.487,HR,36,Chargedoff,2008-05-24,0.30564,0.29,0.28,,,,,,0,NC,Administrative Assistant,17.0,False,False,,2007-06-27 12:37:47.503,520.0,539.0,2001-09-20,1.0,1.0,15.0,0,0.0,5.0,11.0,3.0,908.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.33,0.0,0.08,True,1906.5,,,,,,,,,2237,10.0,80,17191,1500,2007-07-24,Q3 2007,62.86,281.44,69.36,212.08,-5.16,-11.25,1430.66,1430.64,0.0,1.0,0,0,0.0,19,chargedoff,1,70.73333333333333,7.313886831633462,7.553548763158612,1.271,0.0329541284403669,0.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,medium,1
2006-08-27 15:26:07.623,HR,36,Chargedoff,2008-11-04,0.28887,0.2695,0.2645,,,,,,0,,Other,,True,True,6A3B336601725506917317E,2006-08-09 18:14:42.013,360.0,379.0,1984-11-27,,,36.0,2,290.0,2.0,13.0,2.0,,24.0,1.0,,,,,,,,0.19,True,6000.0,,,,,,,,,2073,26.0,90,3051,1000,2006-09-06,Q3 2006,40.8,836.8,451.66,385.14,-6.97,0.0,548.3,548.34,0.0,1.0,0,0,0.0,23,chargedoff,1,264.76666666666665,6.90875477931522,8.699681400989514,6.0,0.006798866855524,,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
2008-03-03 18:01:59.477,B,36,Chargedoff,2010-11-16,0.1922,0.1776,0.1676,,,,,,3,MD,Nurse (RN),46.0,True,False,,2008-03-03 17:48:41.837,680.0,699.0,1988-10-01,17.0,10.0,41.0,4,286.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12558.0,0.64,1259.0,29.0,0.86,0.0,0.59,True,4916.666667,,,,,,,,,1332,32.0,72,28528,15000,2008-03-17,Q1 2008,540.48,14592.96,10107.89,4485.07,-241.89,-183.76,4896.04,4892.11,0.0,1.0,0,0,0.0,223,chargedoff,1,236.4333333333333,9.61587214452889,8.50058944231724,0.3277777778,0.1099057818674231,0.5555555555555556,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,medium,1
2008-02-07 07:09:58.010,E,36,Defaulted,2010-07-18,0.22186,0.1995,0.1895,,,,,,6,NC,Retail Management,51.0,False,False,,2008-02-06 10:46:53.097,580.0,599.0,2007-03-02,2.0,2.0,2.0,2,30.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,833.0,0.9,75.0,2.0,1.0,1.0,0.14,True,1041.666667,,,,,,,,,402,29.0,73,27497,3000,2008-02-19,Q1 2008,111.41,2613.84,1683.69,930.15,-45.51,-467.98,1311.85,50.38,227.2,1.0,0,0,0.0,141,defaulted,1,11.4,8.006700845440367,6.949536813316785,0.3472222223333333,0.1068510229837432,0.6666666666666666,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1.0,medium,1
2010-07-20 06:57:39.497,,36,Chargedoff,2010-12-27,0.22135,0.199,0.189,0.1196,0.065,0.1196,4.0,9.0,7,FL,Food Service,13.0,False,False,,,640.0,659.0,2006-06-06,5.0,4.0,16.0,4,39.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1176.0,0.35,2124.0,6.0,0.83,0.0,0.13,True,1375.0,,,,,,,,,1291,5.0,44,43687,2000,2010-07-27,Q3 2010,74.23,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,1.0,0,0,0.0,52,chargedoff,1,50.16666666666666,7.601402334583733,7.226936018493289,0.6875,0.0539462209302325,0.6666666666666666,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,medium,1
2007-03-23 20:21:06.190,HR,36,Chargedoff,2007-12-28,0.30564,0.29,0.26,,,,,,0,TX,Sales - Retail,84.0,False,True,B0473364376920128370B13,2007-03-08 15:19:01.073,520.0,539.0,2001-05-01,3.0,3.0,34.0,1,30.0,7.0,16.0,30.0,5746.0,0.0,0.0,0.0,273.0,0.91,27.0,6.0,0.09,1.0,0.13,True,3500.0,,,,,,,,,2385,9.0,84,9443,1500,2007-03-29,Q1 2007,62.86,226.59,93.66,132.93,-4.92,0.0,1406.35,1406.34,0.0,1.0,0,0,0.0,6,chargedoff,1,71.73333333333333,7.313886831633462,8.160803920954665,2.333333333333333,0.0179548700371322,0.75,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2007-09-29 12:49:32.853,B,36,Chargedoff,2008-12-16,0.18324,0.176,0.166,,,,,,0,GA,Clerical,17.0,True,True,D17D33657642555850349EB,2007-09-13 06:18:49.310,680.0,699.0,1997-10-24,13.0,11.0,37.0,7,69.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,2376.0,0.04,15223.0,27.0,1.0,1.0,0.56,True,2737.083333,,,,,,,,,2033,14.0,77,20777,25000,2007-10-15,Q4 2007,898.8,8059.2,5033.75,3025.45,-171.88,0.0,19966.25,19966.25,0.0,1.0,0,0,0.0,294,chargedoff,1,120.9,10.12667110305036,7.91501344110474,0.10948333332,0.3282588185565643,0.7857142857142857,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2007-05-24 06:30:02.387,B,36,Chargedoff,2009-10-01,0.15713,0.15,0.14,,,,,,0,MI,Teacher,45.0,True,False,,2007-05-12 11:48:36.227,700.0,719.0,1989-06-01,14.0,10.0,55.0,7,245.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,7679.0,0.24,19733.0,37.0,0.97,2.0,0.42,True,4583.333333,,,,,,,,,1499,1.0,82,15564,5000,2007-05-31,Q2 2007,173.33,3958.27,2488.08,1470.19,-52.88,-597.62,2511.92,2511.92,1500.0,1.0,0,0,0.0,54,chargedoff,1,218.86666666666667,8.517393171418904,8.430399972373886,0.9166666666,0.0378092052670551,0.6666666666666666,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,medium,1
2006-12-26 10:31:17.127,D,36,Chargedoff,2008-01-16,0.20735,0.2,0.195,,,,,,0,,Professional,,True,True,FE113364863511529673D04,2006-12-26 10:10:47.487,620.0,639.0,1991-05-01,,,40.0,9,345.0,2.0,6.0,0.0,,3.0,1.0,,,,,,,,0.42,True,3325.0,,,,,,,,,2366,12.0,86,6506,16000,2007-01-17,Q1 2007,594.62,4302.34,2151.56,2150.78,-42.49,-89.19,13848.43,13848.44,0.0,1.0,0,0,0.0,152,chargedoff,1,190.6,9.680406499268877,8.109525659752872,0.2078125,0.1787793144918821,,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0,medium,1
2008-06-12 10:46:20.997,E,36,Chargedoff,2009-07-25,0.28138,0.2582,0.2482,,,,,,4,IA,Other,51.0,True,False,,2008-06-06 12:40:38.007,560.0,579.0,1990-11-05,13.0,13.0,35.0,10,269.0,3.0,9.0,0.0,0.0,12.0,2.0,0.0,6140.0,0.9,750.0,28.0,0.61,4.0,0.2,True,3083.166667,,,,,,,,,1781,14.0,69,33230,1800,2008-06-24,Q2 2008,72.35,576.45,166.41,410.04,-15.4,-83.2,1633.59,1633.59,100.0,1.0,0,0,0.0,50,chargedoff,1,214.3,7.496097345175956,8.03403677570028,1.7128703705555557,0.0234585247205124,0.9285714285714286,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,medium,1
2011-08-27 18:03:17.527,,36,Chargedoff,2012-07-31,0.30532,0.2699,0.2599,0.2534,0.112,0.1414,3.0,5.0,2,NV,Other,43.0,True,False,,,820.0,839.0,1987-02-01,6.0,6.0,9.0,6,172.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8298.0,0.26,21943.0,9.0,1.0,0.0,,False,8333.333333,,,,,,,,,587,11.0,31,52930,10000,2011-08-31,Q3 2011,408.2,2456.41,927.24,1529.17,-65.32,-362.48,9072.76,8315.31,919.78,1.0,0,0,0.0,38,chargedoff,1,299.1,9.210440366976515,9.02813880794281,0.8333333333,0.0489781226272438,0.8571428571428571,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1.0,medium,1
